,gene,cluster_id,baseMean,logFC,lfcSE,stat,p_val,p_adj.loc,p_adj.glb,contrast
4276,RP11-295K2.3,Excitatory Neurons (SubtypeA),250,-0.305,0.127,-2.4,0.0162,0.192,0.205,PD
4277,ERVMER61-1,Excitatory Neurons (SubtypeA),39.2,0.712,0.368,1.93,0.0533,0.32,0.361,PD
4278,RP11-547I7.1,Excitatory Neurons (SubtypeA),45.8,0.38,0.489,0.778,0.437,0.836,0.825,PD
4279,MIR181A1HG,Excitatory Neurons (SubtypeA),332,0.21,0.184,1.14,0.253,0.693,0.694,PD
4280,LINC00862,Excitatory Neurons (SubtypeA),87.2,0.583,0.275,2.12,0.0341,0.271,0.303,PD
4281,RP11-469A15.2,Excitatory Neurons (SubtypeA),16.5,1.12,0.454,2.47,0.0134,0.171,0.184,PD
4282,RP11-134G8.7,Excitatory Neurons (SubtypeA),60.3,-0.173,0.307,-0.562,0.574,0.903,0.892,PD
4283,IPO9-AS1,Excitatory Neurons (SubtypeA),70.6,0.129,0.496,0.26,0.795,0.956,0.959,PD
4284,RP11-739N20.2,Excitatory Neurons (SubtypeA),16.8,0.429,0.462,0.929,0.353,0.784,0.775,PD
4285,RP11-6J21.2,Excitatory Neurons (SubtypeA),20.7,0.694,0.738,0.941,0.347,0.777,0.77,PD
4286,C1orf132,Excitatory Neurons (SubtypeA),650,0.229,0.199,1.15,0.25,0.693,0.691,PD
4287,RP1-28O10.1,Excitatory Neurons (SubtypeA),82.3,-0.478,0.264,-1.81,0.07,0.369,0.408,PD
4288,LINC00467,Excitatory Neurons (SubtypeA),22,-0.458,0.362,-1.26,0.207,0.646,0.649,PD
4289,RP11-384C4.7,Excitatory Neurons (SubtypeA),19,0.526,0.41,1.28,0.2,0.643,0.64,PD
4290,FLVCR1-AS1,Excitatory Neurons (SubtypeA),20.8,0.397,0.343,1.16,0.247,0.691,0.689,PD
4291,LYPLAL1-AS1,Excitatory Neurons (SubtypeA),21.7,0.987,0.299,3.3,0.000953,0.029,0.0376,PD
4292,RP11-392O17.2,Excitatory Neurons (SubtypeA),19.8,0.849,0.361,2.35,0.0186,0.199,0.219,PD
4293,RP11-400N13.1,Excitatory Neurons (SubtypeA),30.4,-0.402,0.296,-1.36,0.175,0.601,0.605,PD
4294,RP11-378J18.9,Excitatory Neurons (SubtypeA),41.8,-0.449,0.252,-1.78,0.0751,0.378,0.421,PD
4295,RP11-455P21.3,Excitatory Neurons (SubtypeA),90.9,-0.236,0.19,-1.24,0.214,0.66,0.659,PD
4296,RP11-145A3.1,Excitatory Neurons (SubtypeA),17.1,-0.419,0.529,-0.792,0.429,0.833,0.823,PD
4297,RP4-553F17.1,Excitatory Neurons (SubtypeA),20.6,-0.744,0.369,-2.02,0.0437,0.291,0.331,PD
4298,RP5-827C21.2,Excitatory Neurons (SubtypeA),89.9,-0.328,0.196,-1.67,0.0946,0.433,0.462,PD
4299,RP5-827C21.6,Excitatory Neurons (SubtypeA),14.3,0.4,0.509,0.784,0.433,0.834,0.824,PD
4300,RP5-827C21.4,Excitatory Neurons (SubtypeA),17.3,0.0646,0.417,0.155,0.877,0.989,0.979,PD
4301,RP11-385F5.4,Excitatory Neurons (SubtypeA),22.6,0.0438,0.345,0.127,0.899,0.99,0.982,PD
4302,CHRM3-AS2,Excitatory Neurons (SubtypeA),21.3,-0.362,0.809,-0.447,0.655,0.917,0.919,PD
4303,RP11-278H7.1,Excitatory Neurons (SubtypeA),33.5,-1.08,0.396,-2.74,0.00623,0.108,0.119,PD
4304,RP11-518L10.5,Excitatory Neurons (SubtypeA),72.3,0.468,0.216,2.16,0.0304,0.256,0.283,PD
4305,RP11-62I21.1,Excitatory Neurons (SubtypeA),19.5,-0.638,0.704,-0.906,0.365,0.796,0.786,PD
4306,RP11-488L18.10,Excitatory Neurons (SubtypeA),16,0.0444,0.442,0.1,0.92,0.99,0.985,PD
4307,RP11-634B7.4,Excitatory Neurons (SubtypeA),81.6,0.515,0.398,1.29,0.196,0.64,0.637,PD
4308,LINC01115,Excitatory Neurons (SubtypeA),23.2,0.674,0.635,1.06,0.289,0.732,0.726,PD
4309,LINC01250,Excitatory Neurons (SubtypeA),641,-0.00886,0.195,-0.0454,0.964,0.992,0.991,PD
4310,AC019118.3,Excitatory Neurons (SubtypeA),52,0.36,0.26,1.38,0.166,0.59,0.592,PD
4311,AC142528.1,Excitatory Neurons (SubtypeA),13.9,0.342,0.549,0.622,0.534,0.888,0.874,PD
4312,RNASEH1-AS1,Excitatory Neurons (SubtypeA),15.4,-0.047,0.345,-0.136,0.892,0.99,0.98,PD
4313,LINC01248,Excitatory Neurons (SubtypeA),12.4,0.124,0.493,0.251,0.802,NA,0.961,PD
4314,NRIR,Excitatory Neurons (SubtypeA),54,-0.0976,0.279,-0.35,0.727,0.939,0.94,PD
4315,LINC00298,Excitatory Neurons (SubtypeA),15.7,0.0156,0.468,0.0333,0.973,0.993,0.993,PD
4316,LINC00299,Excitatory Neurons (SubtypeA),63.7,-0.441,0.394,-1.12,0.264,0.702,0.703,PD
4317,RP11-95D17.1,Excitatory Neurons (SubtypeA),23.3,0.139,0.385,0.361,0.718,0.939,0.938,PD
4318,MIR3681HG,Excitatory Neurons (SubtypeA),39.9,0.0088,0.27,0.0326,0.974,0.993,0.993,PD
4319,LINC00276,Excitatory Neurons (SubtypeA),165,-0.871,0.282,-3.09,0.00201,0.0525,0.062,PD
4320,LINC01376,Excitatory Neurons (SubtypeA),133,-1.2,0.21,-5.71,1.14E-08,9.39E-06,1.38E-05,PD
4321,AC067959.1,Excitatory Neurons (SubtypeA),54.3,-1.87,0.558,-3.35,8.00E-04,0.0258,0.0336,PD
4322,AC068490.2,Excitatory Neurons (SubtypeA),112,-0.56,0.492,-1.14,0.255,0.694,0.696,PD
4323,AC016768.1,Excitatory Neurons (SubtypeA),111,-0.00964,0.452,-0.0213,0.983,0.994,0.995,PD
4324,AC009228.1,Excitatory Neurons (SubtypeA),38.4,-0.331,0.361,-0.916,0.36,0.79,0.782,PD
4325,DNAJC27-AS1,Excitatory Neurons (SubtypeA),168,-0.352,0.186,-1.89,0.0589,0.337,0.376,PD
4326,AC012074.2,Excitatory Neurons (SubtypeA),25.3,0.32,0.373,0.856,0.392,0.808,0.799,PD
4327,AC013472.4,Excitatory Neurons (SubtypeA),20.8,0.0931,0.657,0.142,0.887,0.99,0.98,PD
4328,AC074117.10,Excitatory Neurons (SubtypeA),30.9,0.146,0.42,0.348,0.728,0.94,0.941,PD
4329,AC016907.3,Excitatory Neurons (SubtypeA),32.2,-0.134,0.272,-0.494,0.622,0.917,0.91,PD
4330,LINC00486,Excitatory Neurons (SubtypeA),9190,-0.164,0.237,-0.689,0.491,0.88,0.856,PD
4331,AC020594.5,Excitatory Neurons (SubtypeA),24.2,-0.0514,0.339,-0.152,0.879,0.99,0.979,PD
4332,LINC01317,Excitatory Neurons (SubtypeA),45,1.02,0.46,2.22,0.0266,0.243,0.263,PD
4333,AC073218.1,Excitatory Neurons (SubtypeA),15.1,0.561,0.519,1.08,0.28,0.722,0.717,PD
4334,AC012593.1,Excitatory Neurons (SubtypeA),24.5,-1.81,0.681,-2.66,0.00781,0.12,0.135,PD
4335,RP11-490M8.1,Excitatory Neurons (SubtypeA),23.9,0.293,0.468,0.627,0.531,0.888,0.873,PD
4336,CYP1B1-AS1,Excitatory Neurons (SubtypeA),65.9,-1.63,0.566,-2.88,0.00399,0.081,0.0892,PD
4337,AC016995.3,Excitatory Neurons (SubtypeA),33.3,-0.319,0.38,-0.84,0.401,0.809,0.806,PD
4338,AC007246.3,Excitatory Neurons (SubtypeA),694,-0.311,0.173,-1.8,0.0725,0.372,0.414,PD
4339,SLC8A1-AS1,Excitatory Neurons (SubtypeA),122,-0.0273,0.442,-0.0618,0.951,0.99,0.991,PD
4340,LINC01119,Excitatory Neurons (SubtypeA),17.5,-1.36,0.5,-2.73,0.00635,0.108,0.12,PD
4341,AC073283.4,Excitatory Neurons (SubtypeA),36.1,-0.365,0.447,-0.818,0.414,0.814,0.812,PD
4342,RP11-460M2.1,Excitatory Neurons (SubtypeA),70.9,-0.098,0.564,-0.174,0.862,0.983,0.977,PD
4343,AC007682.1,Excitatory Neurons (SubtypeA),82.4,-0.496,0.304,-1.63,0.104,0.449,0.48,PD
4344,AC010967.2,Excitatory Neurons (SubtypeA),34.3,-0.776,0.384,-2.02,0.0433,0.29,0.331,PD
4345,AC092839.3,Excitatory Neurons (SubtypeA),21.2,0.238,0.643,0.371,0.711,0.939,0.936,PD
4346,AC012358.8,Excitatory Neurons (SubtypeA),62.5,0.0428,0.285,0.15,0.881,0.99,0.979,PD
4347,RP11-481J13.1,Excitatory Neurons (SubtypeA),24.1,0.389,0.323,1.2,0.229,0.673,0.674,PD
4348,AC007743.1,Excitatory Neurons (SubtypeA),21.6,0.0823,0.402,0.205,0.838,0.976,0.97,PD
4349,LINC01122,Excitatory Neurons (SubtypeA),1560,-0.116,0.214,-0.542,0.588,0.906,0.897,PD
4350,AC007131.1,Excitatory Neurons (SubtypeA),54.5,-0.968,0.348,-2.78,0.00544,0.0983,0.109,PD
4351,LINC01185,Excitatory Neurons (SubtypeA),13.7,-1.13,0.445,-2.53,0.0113,NA,0.17,PD
4352,RP11-355B11.2,Excitatory Neurons (SubtypeA),54.3,-0.0252,0.237,-0.106,0.915,0.99,0.984,PD
4353,AC018462.2,Excitatory Neurons (SubtypeA),20.1,0.429,0.44,0.974,0.33,0.768,0.758,PD
4354,AC007098.1,Excitatory Neurons (SubtypeA),16.3,0.244,0.595,0.41,0.682,0.926,0.929,PD
4355,AC009501.4,Excitatory Neurons (SubtypeA),13.2,0.139,0.659,0.21,0.833,NA,0.968,PD
4356,AC008074.3,Excitatory Neurons (SubtypeA),131,-0.122,0.244,-0.502,0.616,0.916,0.907,PD
4357,AC007386.4,Excitatory Neurons (SubtypeA),13.2,0.346,0.469,0.739,0.46,NA,0.837,PD
4358,AC078941.1,Excitatory Neurons (SubtypeA),19.9,0.105,0.378,0.277,0.781,0.952,0.955,PD
4359,RP11-474G23.3,Excitatory Neurons (SubtypeA),13.8,-0.51,0.488,-1.04,0.296,0.737,0.732,PD
4360,BOLA3-AS1,Excitatory Neurons (SubtypeA),23,0.131,0.38,0.345,0.73,0.941,0.942,PD
4361,DCTN1-AS1,Excitatory Neurons (SubtypeA),30.6,0.281,0.282,0.999,0.318,0.759,0.749,PD
4362,RP11-355F16.1,Excitatory Neurons (SubtypeA),42.5,-0.535,0.311,-1.72,0.0846,0.405,0.446,PD
4363,AC007099.1,Excitatory Neurons (SubtypeA),12.6,-0.112,0.659,-0.17,0.865,NA,0.977,PD
4364,AC016716.2,Excitatory Neurons (SubtypeA),37.7,0.393,0.652,0.603,0.546,0.891,0.879,PD
4365,AC008067.2,Excitatory Neurons (SubtypeA),15.2,0.133,0.755,0.176,0.86,0.983,0.977,PD
4366,AC015971.2,Excitatory Neurons (SubtypeA),24.2,-0.468,0.457,-1.03,0.305,0.749,0.739,PD
4367,LINC00152,Excitatory Neurons (SubtypeA),84.8,-0.0388,0.221,-0.176,0.861,0.983,0.977,PD
4368,LINC00342,Excitatory Neurons (SubtypeA),91.5,-0.274,0.28,-0.978,0.328,0.768,0.757,PD
4369,AC159540.1,Excitatory Neurons (SubtypeA),1970,-0.006,0.243,-0.0247,0.98,0.994,0.994,PD
4370,AC159540.2,Excitatory Neurons (SubtypeA),51.2,0.00578,0.687,0.00843,0.993,0.996,0.998,PD
4371,LINC01102,Excitatory Neurons (SubtypeA),83.6,0.547,0.273,2,0.0451,0.296,0.339,PD
4372,AC010884.1,Excitatory Neurons (SubtypeA),102,0.484,0.278,1.74,0.0813,0.395,0.44,PD
4373,AC096669.2,Excitatory Neurons (SubtypeA),22.8,-0.31,0.646,-0.48,0.631,0.917,0.913,PD
4374,GCC2-AS1,Excitatory Neurons (SubtypeA),23,-0.0418,0.317,-0.132,0.895,0.99,0.981,PD
4375,LINC01106,Excitatory Neurons (SubtypeA),53.5,-0.217,0.519,-0.418,0.676,0.925,0.926,PD
4376,MIR4435-2HG,Excitatory Neurons (SubtypeA),484,0.186,0.259,0.718,0.473,0.863,0.845,PD
4377,AC017074.2,Excitatory Neurons (SubtypeA),13.3,1.21,0.448,2.71,0.00682,NA,0.126,PD
4378,DPP10-AS1,Excitatory Neurons (SubtypeA),43.1,0.102,0.303,0.338,0.735,0.941,0.943,PD
4379,AC009404.2,Excitatory Neurons (SubtypeA),22.9,0.156,0.338,0.461,0.645,0.917,0.917,PD
4380,AC009303.1,Excitatory Neurons (SubtypeA),12.4,-0.127,0.403,-0.316,0.752,NA,0.947,PD
4381,AC012363.4,Excitatory Neurons (SubtypeA),26.8,0.144,0.375,0.383,0.701,0.933,0.933,PD
4382,NIFK-AS1,Excitatory Neurons (SubtypeA),207,0.0999,0.134,0.744,0.457,0.852,0.835,PD
4383,AC079154.1,Excitatory Neurons (SubtypeA),29.6,1.29,0.309,4.16,3.17E-05,0.00341,0.00498,PD
4384,AC068282.3,Excitatory Neurons (SubtypeA),14.1,-0.17,0.468,-0.363,0.717,0.939,0.938,PD
4385,AC010976.2,Excitatory Neurons (SubtypeA),14.3,0.691,0.585,1.18,0.238,0.679,0.68,PD
4386,RP11-395A13.2,Excitatory Neurons (SubtypeA),13,-0.03,0.534,-0.0562,0.955,NA,0.991,PD
4387,AC140481.8,Excitatory Neurons (SubtypeA),21,0.43,0.464,0.927,0.354,0.784,0.776,PD
4388,AJ239322.1,Excitatory Neurons (SubtypeA),18.4,-1.59,0.747,-2.12,0.0338,0.271,0.302,PD
4389,RP1-156L9.1,Excitatory Neurons (SubtypeA),26.7,-1.87,0.611,-3.07,0.00217,0.0542,0.0647,PD
4390,RP11-725P16.2,Excitatory Neurons (SubtypeA),18.8,1.11,0.458,2.43,0.0151,0.183,0.197,PD
4391,AC010890.1,Excitatory Neurons (SubtypeA),21.1,-0.303,0.451,-0.671,0.502,0.884,0.863,PD
4392,CCNT2-AS1,Excitatory Neurons (SubtypeA),226,-0.0556,0.241,-0.23,0.818,0.967,0.965,PD
4393,AC097721.2,Excitatory Neurons (SubtypeA),42.4,0.26,0.3,0.867,0.386,0.804,0.794,PD
4394,RP11-434H14.1,Excitatory Neurons (SubtypeA),13.6,-0.0434,0.438,-0.0992,0.921,NA,0.986,PD
4395,TEX41,Excitatory Neurons (SubtypeA),43.8,-2.3,0.577,-3.98,6.77E-05,0.00557,0.00809,PD
4396,AC105402.4,Excitatory Neurons (SubtypeA),1350,0.753,0.552,1.36,0.172,0.598,0.602,PD
4397,AC144449.1,Excitatory Neurons (SubtypeA),170,0.142,0.235,0.605,0.545,0.891,0.879,PD
4398,AC093375.1,Excitatory Neurons (SubtypeA),182,-1.39,0.583,-2.39,0.017,0.192,0.209,PD
4399,AC019186.1,Excitatory Neurons (SubtypeA),13.9,-0.311,0.568,-0.548,0.584,0.906,0.896,PD
4400,AC009961.3,Excitatory Neurons (SubtypeA),122,0.18,0.165,1.09,0.276,0.714,0.715,PD
4401,AC007740.1,Excitatory Neurons (SubtypeA),27,1.08,0.816,1.32,0.188,0.625,0.623,PD
4402,AC092684.1,Excitatory Neurons (SubtypeA),131,0.534,0.564,0.947,0.344,0.773,0.768,PD
4403,AC013463.2,Excitatory Neurons (SubtypeA),118,0.981,0.42,2.34,0.0195,0.202,0.221,PD
4404,AC009495.4,Excitatory Neurons (SubtypeA),63,0.4,0.602,0.664,0.507,0.885,0.864,PD
4405,AC010127.3,Excitatory Neurons (SubtypeA),522,0.761,0.326,2.33,0.0196,0.202,0.222,PD
4406,AC074363.1,Excitatory Neurons (SubtypeA),1830,-0.334,0.171,-1.95,0.0507,0.318,0.355,PD
4407,AC016723.4,Excitatory Neurons (SubtypeA),41.9,-0.47,0.333,-1.41,0.158,0.576,0.579,PD
4408,AC007277.3,Excitatory Neurons (SubtypeA),22.1,-0.395,0.446,-0.887,0.375,0.801,0.791,PD
4409,AC007405.4,Excitatory Neurons (SubtypeA),37.3,-0.114,0.267,-0.428,0.669,0.924,0.924,PD
4410,AC007405.6,Excitatory Neurons (SubtypeA),19.7,-0.0287,0.346,-0.0829,0.934,0.99,0.987,PD
4411,AC093818.1,Excitatory Neurons (SubtypeA),15,-0.883,0.374,-2.36,0.0182,0.198,0.218,PD
4412,RAPGEF4-AS1,Excitatory Neurons (SubtypeA),83.4,0.00693,0.224,0.0309,0.975,0.993,0.993,PD
4413,AC018890.6,Excitatory Neurons (SubtypeA),76.2,-0.0366,0.344,-0.106,0.915,0.99,0.984,PD
4414,AC092162.1,Excitatory Neurons (SubtypeA),13.1,0.447,0.405,1.1,0.27,NA,0.71,PD
4415,AC079305.11,Excitatory Neurons (SubtypeA),128,0.345,0.259,1.33,0.183,0.615,0.616,PD
4416,AC079305.8,Excitatory Neurons (SubtypeA),28,0.0675,0.347,0.194,0.846,0.98,0.972,PD
4417,AC009948.5,Excitatory Neurons (SubtypeA),114,0.074,0.203,0.364,0.716,0.939,0.938,PD
4418,TTN-AS1,Excitatory Neurons (SubtypeA),1070,-0.0953,0.186,-0.513,0.608,0.916,0.905,PD
4419,AC104820.2,Excitatory Neurons (SubtypeA),39.2,-0.551,0.296,-1.86,0.0626,0.343,0.388,PD
4420,AC007966.1,Excitatory Neurons (SubtypeA),27.2,-0.248,0.299,-0.827,0.408,0.81,0.808,PD
4421,FSIP2-AS1,Excitatory Neurons (SubtypeA),44.9,-0.251,0.325,-0.771,0.441,0.84,0.828,PD
4422,LINC01473,Excitatory Neurons (SubtypeA),118,-0.0171,0.221,-0.0777,0.938,0.99,0.988,PD
4423,RP11-410E4.1,Excitatory Neurons (SubtypeA),10.3,0.281,0.51,0.551,0.582,NA,0.895,PD
4424,AC007319.1,Excitatory Neurons (SubtypeA),123,-0.245,0.51,-0.481,0.63,0.917,0.913,PD
4425,LINC01090,Excitatory Neurons (SubtypeA),25.4,0.153,0.407,0.377,0.706,0.935,0.934,PD
4426,OSGEPL1-AS1,Excitatory Neurons (SubtypeA),13.8,-0.478,0.413,-1.16,0.247,0.69,0.688,PD
4427,AC093388.3,Excitatory Neurons (SubtypeA),111,0.535,0.184,2.91,0.0036,0.0766,0.0846,PD
4428,AC098617.1,Excitatory Neurons (SubtypeA),25.6,-0.0121,0.612,-0.0198,0.984,0.994,0.996,PD
4429,AC011997.1,Excitatory Neurons (SubtypeA),99.3,0.0906,0.275,0.33,0.741,0.941,0.944,PD
4430,AC019330.1,Excitatory Neurons (SubtypeA),24.6,0.063,0.558,0.113,0.91,0.99,0.984,PD
4431,AC005037.3,Excitatory Neurons (SubtypeA),64.4,0.272,0.214,1.27,0.204,0.644,0.645,PD
4432,AC008269.2,Excitatory Neurons (SubtypeA),31.4,-0.198,0.3,-0.66,0.509,0.885,0.865,PD
4433,RP11-260M2.1,Excitatory Neurons (SubtypeA),29.7,-0.158,0.374,-0.423,0.672,0.924,0.925,PD
4434,AC007038.7,Excitatory Neurons (SubtypeA),82.9,-0.523,0.203,-2.58,0.01,0.14,0.156,PD
4435,LANCL1-AS1,Excitatory Neurons (SubtypeA),23.2,0.233,0.408,0.572,0.568,0.901,0.888,PD
4436,AC107218.3,Excitatory Neurons (SubtypeA),61.3,0.151,0.502,0.3,0.764,0.948,0.951,PD
4437,AC072062.1,Excitatory Neurons (SubtypeA),18.9,1.22,0.556,2.2,0.028,0.249,0.269,PD
4438,LINC00607,Excitatory Neurons (SubtypeA),20.3,0.148,0.418,0.354,0.724,0.939,0.939,PD
4439,PKI55,Excitatory Neurons (SubtypeA),52.9,0.191,0.506,0.377,0.706,0.935,0.934,PD
4440,AC007563.5,Excitatory Neurons (SubtypeA),472,-0.87,0.268,-3.24,0.00119,0.0343,0.0447,PD
4441,DIRC3-AS1,Excitatory Neurons (SubtypeA),26.6,-0.892,0.463,-1.93,0.0541,0.321,0.363,PD
4442,LINC01494,Excitatory Neurons (SubtypeA),18.8,-0.194,0.418,-0.463,0.643,0.917,0.917,PD
4443,AC097468.7,Excitatory Neurons (SubtypeA),15.5,-0.64,0.451,-1.42,0.156,0.572,0.574,PD
4444,AC114765.1,Excitatory Neurons (SubtypeA),63.7,-0.667,0.475,-1.4,0.16,0.579,0.582,PD
4445,AC067956.1,Excitatory Neurons (SubtypeA),43.6,-0.4,0.596,-0.67,0.503,0.884,0.863,PD
4446,RP11-314B1.2,Excitatory Neurons (SubtypeA),60.2,0.103,0.332,0.309,0.757,0.946,0.948,PD
4447,RP11-395N3.2,Excitatory Neurons (SubtypeA),20.3,0.886,0.339,2.62,0.0089,0.13,0.146,PD
4448,AC097662.2,Excitatory Neurons (SubtypeA),105,0.146,0.226,0.644,0.519,0.886,0.87,PD
4449,AC009950.2,Excitatory Neurons (SubtypeA),12.2,-0.664,0.498,-1.33,0.182,NA,0.616,PD
4450,AC105461.1,Excitatory Neurons (SubtypeA),17.5,0.0737,0.557,0.132,0.895,0.99,0.981,PD
4451,AC079135.1,Excitatory Neurons (SubtypeA),18.1,-0.231,0.362,-0.639,0.523,0.888,0.872,PD
4452,AC105760.2,Excitatory Neurons (SubtypeA),31.3,0.38,0.316,1.2,0.229,0.673,0.675,PD
4453,CAPN10-AS1,Excitatory Neurons (SubtypeA),13,-0.0611,0.392,-0.156,0.876,NA,0.979,PD
4454,AC005237.4,Excitatory Neurons (SubtypeA),23.1,-0.333,0.349,-0.956,0.339,0.773,0.764,PD
4455,LINC01266,Excitatory Neurons (SubtypeA),106,0.18,0.386,0.467,0.641,0.917,0.916,PD
4456,AC026188.1,Excitatory Neurons (SubtypeA),175,-0.504,0.221,-2.28,0.0228,0.223,0.242,PD
4457,AC018816.3,Excitatory Neurons (SubtypeA),99.6,-0.213,0.189,-1.13,0.259,0.697,0.699,PD
4458,BHLHE40-AS1,Excitatory Neurons (SubtypeA),30.5,0.0764,0.318,0.24,0.81,0.963,0.963,PD
4459,AC026202.3,Excitatory Neurons (SubtypeA),17.6,-0.0304,0.624,-0.0487,0.961,0.992,0.991,PD
4460,AC027119.1,Excitatory Neurons (SubtypeA),20.6,0.468,0.475,0.986,0.324,0.765,0.754,PD
4461,AC026167.1,Excitatory Neurons (SubtypeA),31.1,0.515,0.419,1.23,0.219,0.669,0.666,PD
4462,GRM7-AS3,Excitatory Neurons (SubtypeA),34.6,-0.748,0.359,-2.08,0.0374,0.276,0.312,PD
4463,LMCD1-AS1,Excitatory Neurons (SubtypeA),365,-0.866,0.342,-2.53,0.0113,0.155,0.17,PD
4464,THUMPD3-AS1,Excitatory Neurons (SubtypeA),263,0.142,0.216,0.656,0.512,0.886,0.867,PD
4465,SLC6A1-AS1,Excitatory Neurons (SubtypeA),77.1,0.0362,0.695,0.052,0.958,0.992,0.991,PD
4466,LINC00620,Excitatory Neurons (SubtypeA),32.5,-0.772,0.369,-2.09,0.0364,0.273,0.307,PD
4467,FGD5-AS1,Excitatory Neurons (SubtypeA),156,0.0175,0.291,0.0601,0.952,0.99,0.991,PD
4468,SH3BP5-AS1,Excitatory Neurons (SubtypeA),38.8,0.011,0.24,0.0458,0.963,0.992,0.991,PD
4469,AC133680.1,Excitatory Neurons (SubtypeA),66,0.147,0.435,0.338,0.735,0.941,0.943,PD
4470,RBMS3-AS3,Excitatory Neurons (SubtypeA),46.1,0.723,0.498,1.45,0.147,0.552,0.559,PD
4471,RBMS3-AS2,Excitatory Neurons (SubtypeA),22.3,0.109,0.593,0.183,0.855,0.983,0.975,PD
4472,AC018359.1,Excitatory Neurons (SubtypeA),128,0.0675,0.495,0.136,0.892,0.99,0.98,PD
4473,RP11-285J16.1,Excitatory Neurons (SubtypeA),12.5,0.846,0.535,1.58,0.114,NA,0.501,PD
4474,ENTPD3-AS1,Excitatory Neurons (SubtypeA),67.5,-0.00204,0.228,-0.00896,0.993,0.996,0.998,PD
4475,RP4-613B23.1,Excitatory Neurons (SubtypeA),91.6,0.219,0.243,0.904,0.366,0.796,0.786,PD
4476,RP4-555D20.2,Excitatory Neurons (SubtypeA),128,-0.0283,0.255,-0.111,0.912,0.99,0.984,PD
4477,RP11-944L7.4,Excitatory Neurons (SubtypeA),192,0.0223,0.166,0.135,0.893,0.99,0.981,PD
4478,KIF9-AS1,Excitatory Neurons (SubtypeA),990,-0.0688,0.194,-0.354,0.723,0.939,0.939,PD
4479,RP11-708J19.1,Excitatory Neurons (SubtypeA),22.1,0.775,0.369,2.1,0.0354,0.271,0.305,PD
4480,RP11-884K10.7,Excitatory Neurons (SubtypeA),21.9,0.0744,0.344,0.216,0.829,0.976,0.968,PD
4481,DENND6A-AS1,Excitatory Neurons (SubtypeA),55.4,0.466,0.362,1.29,0.198,0.641,0.639,PD
4482,C3orf67-AS1,Excitatory Neurons (SubtypeA),313,0.44,0.227,1.94,0.0526,0.32,0.36,PD
4483,CTD-2185K10.1,Excitatory Neurons (SubtypeA),13.3,0.241,0.397,0.607,0.544,NA,0.878,PD
4484,PSMD6-AS2,Excitatory Neurons (SubtypeA),36.2,0.248,0.315,0.786,0.432,0.833,0.824,PD
4485,ADAMTS9-AS2,Excitatory Neurons (SubtypeA),207,0.752,0.284,2.65,0.00799,0.121,0.136,PD
4486,SUCLG2-AS1,Excitatory Neurons (SubtypeA),196,0.0592,0.282,0.21,0.833,0.976,0.969,PD
4487,SAMMSON,Excitatory Neurons (SubtypeA),14.2,-0.321,0.465,-0.69,0.49,0.879,0.856,PD
4488,RP11-154H23.4,Excitatory Neurons (SubtypeA),27.8,0.169,0.421,0.401,0.688,0.928,0.93,PD
4489,LINC00877,Excitatory Neurons (SubtypeA),45.7,-0.406,0.336,-1.21,0.227,0.673,0.672,PD
4490,RP11-803B1.8,Excitatory Neurons (SubtypeA),48.4,0.222,0.311,0.713,0.476,0.865,0.847,PD
4491,RP11-260O18.1,Excitatory Neurons (SubtypeA),20.9,0.159,0.418,0.379,0.704,0.935,0.934,PD
4492,LINC00506,Excitatory Neurons (SubtypeA),193,0.0154,0.158,0.0977,0.922,0.99,0.986,PD
4493,RP11-389G6.3,Excitatory Neurons (SubtypeA),30.8,0.0646,0.459,0.141,0.888,0.99,0.98,PD
4494,ST3GAL6-AS1,Excitatory Neurons (SubtypeA),31.3,0.184,0.428,0.429,0.668,0.924,0.924,PD
4495,CTD-2021J15.1,Excitatory Neurons (SubtypeA),16.8,-0.0619,0.346,-0.179,0.858,0.983,0.977,PD
4496,LINC00882,Excitatory Neurons (SubtypeA),1510,0.271,0.137,1.98,0.0479,0.309,0.348,PD
4497,DUBR,Excitatory Neurons (SubtypeA),561,0.174,0.184,0.945,0.345,0.774,0.768,PD
4498,RP11-446H18.5,Excitatory Neurons (SubtypeA),56.6,0.184,0.435,0.424,0.672,0.924,0.925,PD
4499,RP11-446H18.6,Excitatory Neurons (SubtypeA),23,1.11,0.465,2.38,0.0171,0.192,0.209,PD
4500,RP11-115H18.1,Excitatory Neurons (SubtypeA),32.5,0.571,0.364,1.57,0.116,0.484,0.505,PD
4501,PVRL3-AS1,Excitatory Neurons (SubtypeA),47.7,-1.23,0.331,-3.71,0.000205,0.0102,0.0151,PD
4502,RP11-572M11.4,Excitatory Neurons (SubtypeA),178,0.0921,0.273,0.337,0.736,0.941,0.943,PD
4503,RP11-197K3.1,Excitatory Neurons (SubtypeA),34.4,-0.209,0.493,-0.424,0.671,0.924,0.925,PD
4504,RP11-190P13.2,Excitatory Neurons (SubtypeA),14.9,-0.812,0.413,-1.97,0.0492,0.313,0.352,PD
4505,LSAMP-AS1,Excitatory Neurons (SubtypeA),25.8,-0.217,0.712,-0.304,0.761,0.946,0.95,PD
4506,LINC00903,Excitatory Neurons (SubtypeA),18,0.535,0.804,0.665,0.506,0.885,0.864,PD
4507,RP11-384F7.2,Excitatory Neurons (SubtypeA),4630,0.0587,0.19,0.309,0.757,0.946,0.948,PD
